state_calc,year_group,mean_stigma_ahs,mean_stigma_ahs_se,mean_stigma_gss,mean_stigma_gss_se,mean_stigma_family,mean_stigma_family_se,mean_knowledge_aware,mean_knowledge_aware_se,mean_risk_behavior,mean_risk_behavior_se,mean_talkhiv,mean_talkhiv_se,mean_illicit,mean_illicit_se,mean_homeless_col,mean_homeless_col_se,mean_insur_bin,mean_insur_bin_se,mean_urbrur,mean_urbrur_se,mean_out_gi,mean_out_gi_se,mean_out_gid,mean_out_gid_se,mean_out_gic,mean_out_gic_se,mean_seehcp,mean_seehcp_se,n
AR,2023-2024,0.004769732253026997,0.004950139330617512,0.18942927347096866,0.08956585455378718,0.06030110590114088,0.04043511072321362,0.3698590205772655,0.1599419244843887,0.10739197408588144,0.06951947919125846,0.09105054630610228,0.09151527199979846,0.20391875971228046,0.09972424004521449,0.13181941025111,0.11692602832758414,0.8219517229792408,0.12107176862776937,0.5554704187905449,0.22783642140500818,0.9936247654214835,0.006580823851307073,0.5997252312811135,0.14736067933626062,0.4675613386181076,0.1370580274026337,0.7366469492350528,0.14027979546978103,32
AZ,2015-2016,0.34877744058032,0.13074820179511884,0.47509597572429335,0.12312743452770546,0.3301207274354893,0.09711871891271338,0.43060529327514335,0.04925101422278976,0.21258318216935626,0.03907137899575613,0.1368690836438774,0.03517980950060608,0.28754105970642124,0.0483294272934401,0.023317557928272864,0.012183926036324637,0.8781202753604214,0.03013210027299789,0.9847384020034409,0.008883911826618018,0.9241352960390924,0.02572997294942484,0.6515966245921863,0.056249505957539823,0.8617065154745774,0.03141260509625608,0.8191094676431786,0.04049005068633649,285
AZ,2017-2018,0.15065146405724877,0.03136079205273576,0.4438231037436501,0.04626821163025665,0.1986079429929215,0.0348411421593938,0.4067833673263082,0.048052586385600476,0.20643711738004006,0.03957152093626554,0.09691502489423479,0.026481329363206692,0.3446501668643577,0.04351531267587609,0.0445039711291561,0.014103845989452406,0.9120062713642684,0.020900610906120373,0.9834466299007133,0.007577035569452612,0.9594333826779887,0.01253029183034238,0.7397098149848147,0.04420360287898106,0.8629648899634487,0.030741859515235507,0.8558436514164295,0.03745527210779419,331
AZ,2019-2020,0.13696443562050425,0.04017540517439076,0.38557208917951924,0.06208916285468614,0.21958879920331725,0.052641911589941935,0.5304247242644853,0.06673990962253186,0.2242634118223666,0.054978982483029605,0.27242883121354683,0.06375212065738595,0.31097180747717046,0.05999004429121122,0.10875762631190694,0.047877086011293576,0.7249616237757438,0.05456764195293769,0.9485366732874447,0.02703979968535099,0.9452627111261618,0.03146615932028436,0.7739252457896214,0.052376464603878355,0.8050231360958813,0.05588096696217017,0.7972153615674296,0.0558219362211921,150
AZ,2021-2022,0.12061122538802627,0.03335179208474879,0.4808756770882897,0.06051135228727835,0.166127254585851,0.037758967184690864,0.5786936812361517,0.05637159268026362,0.2967787456153473,0.051991896586248636,0.11554556597440478,0.03146315774837955,0.32479630373512236,0.052925072969108436,0.11049063847942323,0.03319488018727762,0.8783384804879305,0.038990667695767575,0.963641157032612,0.01610831131412392,0.9291625773243632,0.0238092998804739,0.7657178105868179,0.049567201235159626,0.8314308362729589,0.03952339618926601,0.8721644023975532,0.029725412115730727,215
AZ,2023-2024,0.15422195735059646,0.04670186558874089,0.4358760792929089,0.07533250330541261,0.17417066087576033,0.060023144108520575,0.5890250049304186,0.0758481928159022,0.4180156337773008,0.06629068301638345,0.49217810812871216,0.12990261606196962,0.3846041130434294,0.06681907176290916,0.09823056771265831,0.035791740623992326,0.9577624428794574,0.025048116639130875,1.0000000000000004,1.1464555966597646e-16,0.9414894221434854,0.03336522495921755,0.6991892407888296,0.07148504422678793,0.82144706850366,0.051659879739771444,0.8915940092694753,0.047696844845877245,129
CA,2015-2016,0.2434125539146361,0.04158646507196704,0.5522935384960941,0.04915030423451715,0.46070327322690374,0.04778028421308464,0.5522559353195676,0.024477653616113114,0.2221496508944607,0.019050867656485018,0.1772232282205034,0.01765668048012669,0.29375115474440394,0.019705140270366402,0.059736152164910614,0.015224620540745698,0.8814395807816678,0.015430881002120136,0.9892287323792459,0.004290746669714378,0.9424268920319122,0.012479502812793182,0.7782547508311264,0.01950833100269685,0.8248258530642724,0.016762041870066035,0.886745854970023,0.013205224572344736,1430
CA,2017-2018,0.08535722203787074,0.010504703245342932,0.371117195270905,0.020617359939303387,0.1677608809729956,0.014276483357747949,0.41930745260029767,0.021485187030868748,0.28847906116676114,0.019772811174349918,0.18605367703806716,0.017703419506488533,0.41889651126064004,0.02072264386513949,0.08635451127050926,0.011277349714692107,0.9290154383428262,0.010468976282354558,0.991159086259825,0.00302241523297423,0.9467481134407211,0.007911711925126136,0.8189734309884983,0.018558710027751554,0.8479897767321868,0.01787250844521851,0.8984169305591825,0.012383793600173604,1695
CA,2019-2020,0.10030573798190774,0.015820686770076694,0.3711436907982196,0.027354280573176397,0.17745828361574412,0.02052302375790102,0.6359299561502618,0.028590811482102293,0.27206866683472053,0.02412445560793965,0.13454153780668598,0.018020701297600764,0.31467885839668713,0.025849604695612413,0.09549061539053083,0.016046114365148748,0.8195873354035877,0.01805580520483632,0.993743996735759,0.0025757119534745945,0.9638261307693987,0.01170868899122494,0.8048909799597385,0.02142698406452716,0.8260686317486979,0.020569559705961634,0.8784346930464072,0.01729901712103113,688
CA,2021-2022,0.08698012202656354,0.017315212880152055,0.3460024153902208,0.024697908795911015,0.1368331398728991,0.016514022277555582,0.6467910838082324,0.026498321851336448,0.4275903138130649,0.02389634106788639,0.10606085717063636,0.014983884626315835,0.3784613356000167,0.023465256914309285,0.09108079382537745,0.013680425895203012,0.935882437817634,0.013036479697199985,0.9772791986488265,0.0073790007646761194,0.94206708053097,0.012552626296038679,0.855442801004922,0.02070209217706132,0.8185679794233867,0.02051200706328535,0.8522048177550349,0.017833079556814495,1123
CA,2023-2024,0.15210145045067378,0.023870046982072346,0.42382752224300424,0.03192730475273223,0.22922290935747683,0.02774942020047925,0.6421850697148612,0.03294593043779143,0.47803441278077774,0.03026101384807475,0.08555894350901158,0.031023598711960292,0.37645973551048545,0.028853340540436742,0.10583860618053034,0.018159624240901385,0.9415480808733778,0.013924905696604447,0.9675516792787835,0.023204451948044012,0.9338266600478788,0.016754758175310133,0.8425847822123838,0.023853456372277426,0.7730615540284902,0.027609527685525614,0.865143664309655,0.021872605406411057,746
CO,2015-2016,0.3919539551705621,0.13019586644547598,0.46081626628557976,0.11793154967001748,0.38264534210735535,0.10914227063863544,0.5262697986726731,0.058420819206414745,0.2403511662568131,0.04314465368979973,0.14208639189357547,0.04075505295992294,0.30642109998193684,0.04413377896237503,0.1023057488552166,0.0394545077599951,0.8820705964098455,0.030770491348349645,0.8674954168989656,0.04157027380889004,0.9131368719055111,0.038168568885690646,0.7407607426533734,0.05084591391427923,0.9014845213597589,0.026184187047773394,0.8790337037881567,0.029651654505571678,254
CO,2017-2018,0.10728605926117087,0.027881807921660173,0.4416118738889996,0.04564337615337555,0.2834007334433662,0.04349462365482243,0.37562850627248157,0.0452917281792244,0.3160429966478045,0.041374746149383565,0.11685289653595687,0.022175718892968335,0.41631007633313316,0.04337200935866913,0.08836772982417421,0.03231294457054757,0.9051433091982132,0.023533981215082888,0.9584182829984065,0.014235568457451556,0.9726357242564999,0.009657296634785347,0.7737864823898192,0.047375583971436035,0.8851999990607473,0.029529351874705283,0.8638663639938055,0.031074924597110067,330
CO,2019-2020,0.08348606706266651,0.031246273859587132,0.30925099757882635,0.049197900510432414,0.2454454445610121,0.051461802308949596,0.6306663719156257,0.057077564958230124,0.21830191596694729,0.05113035455903246,0.14368935510361489,0.03670224014698044,0.43080009339818875,0.058418581435309105,0.05478344435017264,0.020376568375212418,0.8005742490361243,0.03415917233154439,0.9519606382469221,0.01724224568218268,0.9334872490992353,0.029191067002256668,0.8430357046525834,0.03834577025402785,0.9302153886422512,0.021677519681438925,0.789461959931814,0.04967948708641976,147
CO,2021-2022,0.08196017141554,0.03862812497750477,0.4200467954815781,0.06576185441515048,0.22572032569373085,0.04757609970403531,0.6414399511943578,0.06372899493768952,0.34001785454384736,0.055783113317272405,0.1092949902812764,0.04256093577324167,0.33240668196518197,0.05438024749047086,0.06947760129828924,0.028579980188027192,0.9300564998274745,0.02796356829505623,0.9921385383795842,0.003592472273250957,0.9453774398023116,0.033205965166696945,0.8099487852658783,0.05140164916469991,0.7218486283663946,0.061572313502617035,0.8859820741873252,0.03337346182375775,208
